Province,City,Customer Id,Customer Name,Potential,2022 Q1 Target,sales,ALL_CUST,MA_CUST,VR_CUST,Stegaltro Listing Status,Stegaltro Listing Date
安徽省,安庆市,900010710,望江县医院,2138903.0,40310.6438,213416.98900000003,0.0,0.0,0.0,Not Listed,Not Listed
安徽省,安庆市,900017105,怀宁县人民医院,1584149.0,472.7261,103439.556,0.0,0.0,0.0,Not Listed,Not Listed
安徽省,安庆市,900017107,安庆市中医院,537772.0,472.7261,0.0,0.0,0.0,0.0,Not Listed,Not Listed
安徽省,安庆市,900018299,安徽省望江县中医院,334311.0,11173.526000000002,44694.10400000001,0.0,0.0,0.0,Not Listed,Not Listed
安徽省,安庆市,900020868,宿松县人民医院,1064221.0,257.8506,40353.8294,0.0,0.0,0.0,Listing,202202
安徽省,宣城市,900004442,广德县中医院,1406998.0,472.7261,0.0,0.0,0.0,0.0,Not Listed,Not Listed
安徽省,宣城市,900005995,泾县人民医院,2944125.0,472.7261,0.0,0.0,0.0,0.0,Not Listed,Not Listed
安徽省,宣城市,900007438,广德市人民医院,2404407.0,22261.1018,605499.84,12.0,12.0,12.0,Not Listed,Not Listed
安徽省,宣城市,900007468,宁国市人民医院,6925897.0,506934.2796,2051971.68,10.0,9.0,9.0,Not Listed,Not Listed
安徽省,宣城市,900007469,安徽省宣城市中心医院,2604491.0,472.7261,0.0,0.0,0.0,0.0,Not Listed,Not Listed
安徽省,宣城市,900012412,安徽省泾县中医院,753038.0,26730.5122,82941.943,7.0,7.0,7.0,Not Listed,Not Listed
安徽省,宣城市,900012602,宣城市中医院,581170.0,472.7261,0.0,3.0,2.0,1.0,Not Listed,Not Listed
安徽省,宣城市,900013196,肥西县人民医院,1516663.0,429.751,0.0,2.0,1.0,0.0,Not Listed,Not Listed
安徽省,宣城市,900014480,宣城市人民医院,2688807.0,472.7261,945.4522,5.0,5.0,2.0,Not Listed,Not Listed
安徽省,宣城市,900016417,宁国市中医院,633806.0,472.7261,0.0,0.0,0.0,0.0,Not Listed,Not Listed
安徽省,宣城市,900017610,宁国市骨科医院,260289.0,22948.7034,100075.668,0.0,0.0,0.0,Not Listed,Not Listed
安徽省,宣城市,900438156,宁国健民医院,865034.0,33391.6527,142965.24,0.0,0.0,0.0,Not Listed,Not Listed
安徽省,宿州市,900004441,宿州市立医院,3533411.0,40981.6421,199619.3395,0.0,0.0,0.0,Not Listed,Not Listed
安徽省,宿州市,900009685,砀山县人民医院,2944437.0,257.8506,0.0,0.0,0.0,0.0,Not Listed,Not Listed
安徽省,宿州市,900010500,萧县人民医院,2946974.0,38935.4406,825591.536,3.0,3.0,3.0,Not Listed,Not Listed
安徽省,宿州市,900012436,宿州市第一人民医院,2613620.0,257.8506,0.0,0.0,0.0,0.0,Not Listed,Not Listed
安徽省,宿州市,900013236,安徽皖北煤电集团总医院,2784671.0,19983.4215,123553.4125,1.0,1.0,0.0,Not Listed,Not Listed
安徽省,宿州市,900015142,萧县中医院,298146.0,9970.2232,173651.4579,0.0,0.0,0.0,Not Listed,Not Listed
安徽省,宿州市,900017111,灵璧县人民医院,2903899.0,257.8506,894.2344,0.0,0.0,0.0,Not Listed,Not Listed
安徽省,宿州市,900018366,安徽省宿州市中医院,783448.0,1976.8546,0.0,0.0,0.0,0.0,Not Listed,Not Listed
安徽省,宿州市,900018389,泗县人民医院,2125640.0,11947.0778,12462.778999999999,0.0,0.0,0.0,Not Listed,Not Listed
安徽省,宿州市,900018527,灵璧县中医医院,188817.0,1976.8546,0.0,0.0,0.0,0.0,Not Listed,Not Listed
安徽省,宿州市,900023686,砀山县中医医院,417548.0,730.5767,1074.3775,0.0,0.0,0.0,Not Listed,Not Listed
安徽省,宿州市,900027849,安徽泗县中医院,517935.0,12849.5549,57156.883,0.0,0.0,0.0,Not Listed,Not Listed
安徽省,宿州市,901574273,中煤矿建总医院,699737.0,24109.0311,218235.98460000003,0.0,0.0,0.0,Not Listed,Not Listed
安徽省,池州市,900007114,池州市人民医院,3817971.0,44168.6826,4204.86,0.0,0.0,0.0,Not Listed,Not Listed
安徽省,池州市,900009947,池州市第二人民医院,2662142.0,472.7261,0.0,0.0,0.0,0.0,Not Listed,Not Listed
安徽省,池州市,900015250,安徽省东至县人民医院,1455056.0,472.7261,5157.012,0.0,0.0,0.0,Not Listed,Not Listed
安徽省,池州市,900022635,池州市中医院,615223.0,472.7261,0.0,0.0,0.0,0.0,Not Listed,Not Listed
安徽省,淮北市,900001663,淮北市人民医院,4408694.0,52143.4249,168194.4,4.0,4.0,4.0,Not Listed,Not Listed
安徽省,淮北市,900003459,淮北矿务局矿工总医院,3629578.0,80030.251,904885.872,10.0,9.0,9.0,Not Listed,Not Listed
安徽省,淮北市,900005988,濉溪县人民医院,2098555.0,47014.7594,310538.513,8.0,8.0,8.0,Not Listed,Not Listed
安徽省,淮北市,900008134,淮北市妇幼保健院,189503.0,1976.8546,0.0,0.0,0.0,0.0,Not Listed,Not Listed
安徽省,淮北市,900009657,淮北矿业(集团)公司职业病防治院,231329.0,1976.8546,83256.228,0.0,0.0,0.0,Not Listed,Not Listed
安徽省,淮北市,900017108,淮北市中医院,863290.0,40783.3699,397392.0709,1.0,1.0,1.0,Not Listed,Not Listed
安徽省,淮北市,900019928,淮北市朝阳医院,246804.0,2449.5807,9250.692,0.0,0.0,0.0,Not Listed,Not Listed
安徽省,淮北市,902181001,淮北矿工总医院集团精神病防治院,0.0,988.4273,0.0,0.0,0.0,0.0,Not Listed,Not Listed
安徽省,淮南市,900003927,淮南市第一人民医院,5721876.0,171900.4,760659.27,16.0,16.0,14.0,Listing,202206
安徽省,淮南市,900006834,淮南市朝阳医院,7166626.0,171900.4,506162.049,14.0,14.0,14.0,Temporary,202206
安徽省,淮南市,900008902,淮南新华医疗集团新华医院,6714260.0,128925.3,406114.695,8.0,8.0,8.0,Not Listed,Not Listed
安徽省,淮南市,900011938,安徽省凤台县人民医院,3240265.0,28449.5162,23846.901400000002,1.0,1.0,1.0,Not Listed,Not Listed
安徽省,淮南市,900013197,淮南市第二人民医院,955256.0,8938.8208,12892.53,0.0,0.0,0.0,Not Listed,Not Listed
安徽省,淮南市,900013273,淮南市第五人民医院,477265.0,11689.2272,23206.554,1.0,1.0,1.0,Not Listed,Not Listed
安徽省,淮南市,900014658,安徽省淮南新庄孜医院,1090907.0,20885.8986,64152.088,0.0,0.0,0.0,Not Listed,Not Listed
安徽省,淮南市,900014945,淮南市中医院,246720.0,18264.4175,111735.26,2.0,2.0,2.0,Not Listed,Not Listed
安徽省,淮南市,900016391,凤台县中医院,279412.0,34380.08,170034.158,4.0,4.0,4.0,Not Listed,Not Listed
安徽省,淮南市,900020240,安徽省寿县县医院,2914944.0,64462.65,298126.585,1.0,1.0,1.0,Not Listed,Not Listed
安徽省,淮南市,901962539,淮南东方医院集团凤凰医院,27795.0,429.751,0.0,0.0,0.0,0.0,Not Listed,Not Listed
安徽省,淮南市,901962763,凤台新长征医院,206810.0,4426.4353,35113.739499999996,0.0,0.0,0.0,Not Listed,Not Listed
安徽省,淮南市,901963546,田家庵区国庆街道社区卫生服务中心,14160.928569999998,988.4273,8595.02,0.0,0.0,0.0,Not Listed,Not Listed
安徽省,淮南市,901991262,淮南市田家庵区龙泉街道华健医院社区卫生服务中心,19949.960580000003,988.4273,8595.02,0.0,0.0,0.0,Not Listed,Not Listed
安徽省,淮南市,902012822,淮南市八公山区八公山镇卫生院,0.0,429.751,8595.02,0.0,0.0,0.0,Not Listed,Not Listed
安徽省,淮南市,902243273,淮南中山医院有限责任公司,526682.0,14568.5589,113506.3626,0.0,0.0,0.0,Not Listed,Not Listed
安徽省,淮南市,902333090,淮南东方医院集团广济医院,571915.0741,128925.3,443780.9244,4.0,4.0,4.0,Not Listed,Not Listed
安徽省,淮南市,902390879,淮南市潘集区芦集镇卫生院,0.0,429.751,8595.02,0.0,0.0,0.0,Not Listed,Not Listed
安徽省,蚌埠市,900003922,蚌埠市第三人民医院,4998900.0,105160.0697,96711.78,4.0,4.0,4.0,Not Listed,Not Listed
安徽省,蚌埠市,900005002,蚌埠医学院第一附属医院,1415479.0,2185.1452,0.0,2.0,2.0,0.0,Not Listed,Not Listed
安徽省,蚌埠市,900006833,蚌埠市第一人民医院,2819163.0,472.7261,0.0,0.0,0.0,0.0,Not Listed,Not Listed
安徽省,蚌埠市,900008916,蚌埠市第二人民医院,2042235.0,472.7261,0.0,0.0,0.0,0.0,Not Listed,Not Listed
安徽省,蚌埠市,900010208,五河县人民医院,2665096.0,472.7261,0.0,0.0,0.0,0.0,Not Listed,Not Listed
安徽省,蚌埠市,900011188,中国人民解放军一二三医院,2195588.0,39923.8679,210577.99,0.0,0.0,0.0,Not Listed,Not Listed
安徽省,蚌埠市,900011590,固镇县中医院,933323.6503,37216.4366,521811.15099999995,10.0,10.0,10.0,Not Listed,Not Listed
安徽省,蚌埠市,900011627,五河县中医院,249825.0,18522.2681,111735.26,1.0,1.0,1.0,Not Listed,Not Listed
安徽省,蚌埠市,900012413,蚌埠医学院第二附属医院,3944312.0,124606.3749,406114.695,2.0,2.0,2.0,Not Listed,Not Listed
安徽省,蚌埠市,900013205,安徽省怀远县人民医院,1670961.0,18436.3179,26644.562,7.0,7.0,7.0,Not Listed,Not Listed
安徽省,蚌埠市,900014415,蚌埠市固镇县人民医院,1654751.0,42502.3739,189218.7,4.0,4.0,4.0,Not Listed,Not Listed
安徽省,蚌埠市,900017110,蚌埠市中医医院,595458.0,39708.9924,155579.82,2.0,2.0,2.0,Not Listed,Not Listed
安徽省,蚌埠市,900018488,怀远县中医院,1017903.0,472.7261,0.0,0.0,0.0,0.0,Not Listed,Not Listed
安徽省,蚌埠市,900020563,蚌埠市第四人民医院,308783.0,472.7261,0.0,0.0,0.0,0.0,Not Listed,Not Listed
安徽省,蚌埠市,900020897,蚌埠市蚌山区人民医院,119430.0,472.7261,0.0,0.0,0.0,0.0,Not Listed,Not Listed
安徽省,蚌埠市,902865787,怀远县上和医院管理有限公司,17062.0,6947.6519,25229.16,2.0,2.0,2.0,Not Listed,Not Listed
安徽省,铜陵市,900001660,铜陵市人民医院,3537822.0,62778.0454,774812.0329999999,14.0,14.0,14.0,Not Listed,Not Listed
安徽省,铜陵市,900003920,铜陵市立医院,3073087.0,96565.0497,308701.6044,6.0,6.0,6.0,Listing,202205
安徽省,铜陵市,900008237,铜陵市义安区人民医院(铜陵市第五人民医院),1456856.0,18866.0689,12614.58,0.0,0.0,0.0,Not Listed,Not Listed
安徽省,铜陵市,900020892,枞阳县人民医院,2473512.0,26687.5371,29180.0929,0.0,0.0,0.0,Not Listed,Not Listed
安徽省,铜陵市,900022902,铜陵市中医医院,1095332.0,13365.2561,34479.852,6.0,6.0,6.0,Not Listed,Not Listed
安徽省,黄山市,900005022,黄山市人民医院,3426816.0,7362.2262,0.0,0.0,0.0,0.0,Not Listed,Not Listed
安徽省,黄山市,900006009,歙县人民医院,2535107.0,77484.1053,278361.732,0.0,0.0,0.0,Not Listed,Not Listed
安徽省,黄山市,900010206,黄山市中医院,271635.0,11173.526000000002,108761.2589,0.0,0.0,0.0,Not Listed,Not Listed
安徽省,黄山市,900015146,祁门县人民医院,1448964.0,36313.9595,158270.9304,0.0,0.0,0.0,Not Listed,Not Listed
安徽省,黄山市,900016390,黄山首康医院,820671.0,26816.4624,238264.873,0.0,0.0,0.0,Not Listed,Not Listed
山西省,临汾市,900008475,侯马市人民医院,766200.0,9239.6465,14848.1199,0.0,0.0,0.0,Not Listed,Not Listed
山西省,临汾市,900013454,临汾市人民医院,3041074.0,55452.7897,171137.802,5.0,4.0,4.0,Not Listed,Not Listed
山西省,临汾市,900013457,临汾市第二人民医院,500444.0,11216.5011,79541.2386,0.0,0.0,0.0,Not Listed,Not Listed
山西省,临汾市,900013458,临汾市中心医院,850165.0,1700.958,336.3888,0.0,0.0,0.0,Not Listed,Not Listed
山西省,临汾市,900013459,襄汾县人民医院,538228.0,17061.1147,73441.38500000001,8.0,8.0,6.0,Not Listed,Not Listed
山西省,临汾市,900013460,翼城县人民医院,485229.0,13567.243900000001,75014.7024,3.0,2.0,2.0,Listing,202107
山西省,临汾市,900013461,霍州市医疗集团(霍州市人民医院),1294418.4309999999,143236.0083,542399.7922,2.0,2.0,2.0,Not Listed,Not Listed
山西省,临汾市,900013510,霍州煤电集团有限责任公司总医院,525924.0,12419.8039,57615.847,2.0,2.0,2.0,Not Listed,Not Listed
山西省,临汾市,900013516,洪洞县人民医院,519764.0,19940.4464,55880.1415,11.0,8.0,5.0,Not Listed,Not Listed
山西省,临汾市,900016592,乡宁县医疗集团(乡宁县人民医院),275155.0,7950.3935,63385.4768,1.0,1.0,0.0,Not Listed,Not Listed
山西省,临汾市,900016593,曲沃县人民医院,470643.0,37626.9971,143164.3585,1.0,1.0,1.0,Listing,202111
山西省,临汾市,900017689,襄汾县中医院,99865.0,8700.741,37156.266,0.0,0.0,0.0,Not Listed,Not Listed
山西省,临汾市,900018068,乡宁县医疗集团中医医院,78914.0,3824.7839,29961.389499999997,0.0,0.0,0.0,Not Listed,Not Listed
山西省,临汾市,900018124,隰县医疗集团人民医院,276962.0,5194.5467,22320.9074,0.0,0.0,0.0,Listing,202108
山西省,临汾市,900018177,霍州市中医院,1024655.0,386.7759,420.486,0.0,0.0,0.0,Not Listed,Not Listed
山西省,临汾市,900018265,霍州市仁福堂医院,295764.0,7305.767,34006.3631,0.0,0.0,0.0,Not Listed,Not Listed
山西省,临汾市,900018774,临汾市第十人民医院,82905.0,730.5767,0.0,0.0,0.0,0.0,Not Listed,Not Listed
山西省,临汾市,900022775,翼城县中医医院,146992.0,6659.996,46034.283599999995,1.0,1.0,1.0,Not Listed,Not Listed
山西省,临汾市,900023646,曲沃县中医院,200336.0,3695.8586,34479.852,0.0,0.0,0.0,Not Listed,Not Listed
山西省,临汾市,900023739,古县人民医院,194978.0,5500.8128,24510.835,0.0,0.0,0.0,Not Listed,Not Listed
山西省,临汾市,900024959,洪洞县中医院,434384.0,6704.1156,27752.076,2.0,2.0,0.0,Not Listed,Not Listed
山西省,临汾市,900024975,蒲县人民医院,99662.0,859.502,57186.096,0.0,0.0,0.0,Not Listed,Not Listed
山西省,临汾市,900041952,临汾莉轶糖尿病医院,336031.0,10614.8497,52377.6952,0.0,0.0,0.0,Not Listed,Not Listed
山西省,临汾市,900928718,洪洞和济医院,66615.0,343.8008,3922.5643,0.0,0.0,0.0,Not Listed,Not Listed
山西省,临汾市,902280069,临汾市尧都区人民医院,106477.0,3953.7092,16819.44,1.0,1.0,1.0,Not Listed,Not Listed
山西省,吕梁市,900006405,山西省方山县人民医院,190904.0,4684.2859,38306.99,0.0,0.0,0.0,Not Listed,Not Listed
山西省,吕梁市,900006621,吕梁市人民医院,2092819.0,72083.6214,147579.02300000002,3.0,3.0,3.0,Listing,202110
山西省,吕梁市,900008286,孝义市人民医院,1893781.0,25685.956100000003,238758.03809999998,1.0,1.0,1.0,Listing,202111
山西省,吕梁市,900009258,山西省汾阳医院,2404203.0,71690.2123,558975.3108000001,24.0,24.0,16.0,Listing,202201
山西省,吕梁市,900009586,交城县人民医院,833927.0,15471.036,23366.410799999998,0.0,0.0,0.0,Not Listed,Not Listed
山西省,吕梁市,900009587,文水县人民医院,978612.0,32059.4246,149620.5615,0.0,0.0,0.0,Not Listed,Not Listed
山西省,吕梁市,900009778,山西省汾阳市中医院,135637.0,2707.4313,3812.1690000000003,0.0,0.0,0.0,Not Listed,Not Listed
山西省,吕梁市,900010794,吕梁市离石区人民医院,316858.0,386.7759,420.486,0.0,0.0,0.0,Not Listed,Not Listed
山西省,吕梁市,900012779,文水县中医院,67918.0,601.6514,17155.8288,0.0,0.0,0.0,Not Listed,Not Listed
山西省,吕梁市,900017216,山西省交城县中医院,42352.0,386.7759,0.0,0.0,0.0,0.0,Not Listed,Not Listed
山西省,吕梁市,900017219,孝义市中医院,145091.0,7778.4931,33607.409,0.0,0.0,0.0,Not Listed,Not Listed
山西省,吕梁市,900022824,岚县人民医院,143631.0,14353.6834,55867.63,0.0,0.0,0.0,Not Listed,Not Listed
山西省,吕梁市,900023236,临县人民医院,259025.0,2750.4064,138991.3665,0.0,0.0,0.0,Not Listed,Not Listed
山西省,吕梁市,900023268,离石区中医院,43819.0,386.7759,0.0,0.0,0.0,0.0,Not Listed,Not Listed
山西省,吕梁市,900027920,山西临县中医院,91363.0,61239.5175,105584.75,0.0,0.0,0.0,Not Listed,Not Listed
山西省,吕梁市,900427787,汾阳市人民医院,133047.0,3137.1823,840.972,4.0,4.0,4.0,Not Listed,Not Listed
山西省,吕梁市,901835418,孝义市大孝堡乡卫生院,0.0,3566.9333,12838.1386,0.0,0.0,0.0,Not Listed,Not Listed
山西省,吕梁市,901864002,吕梁市中医院门诊部,0.0,1031.4024,19983.4215,0.0,0.0,0.0,Not Listed,Not Listed
山西省,忻州市,900001306,河曲县人民医院,250888.0,11560.3019,86809.70199999999,0.0,0.0,0.0,Not Listed,Not Listed
山西省,忻州市,900006211,忻州地区人民医院,1859665.0,58346.1697,533749.261,11.0,11.0,9.0,Listing,202109
山西省,忻州市,900007540,山西省原平市第一人民医院,622653.0,26687.5371,139601.35199999998,1.0,1.0,1.0,Not Listed,Not Listed
山西省,忻州市,900009456,忻州市中医院,609886.0,47788.3112,63072.9,0.0,0.0,0.0,Not Listed,Not Listed
山西省,忻州市,900009829,宁武县人民医院,113596.0,26109.3882,137912.72590000002,1.0,1.0,1.0,Listing,202109
山西省,忻州市,900010369,繁峙县第一人民医院,542684.0,23679.2801,159453.035,2.0,2.0,0.0,Not Listed,Not Listed
山西省,忻州市,900012124,五台县第一人民医院,344317.0,121920.4875,471916.3336,12.0,12.0,12.0,Listing,202106
山西省,忻州市,900012126,繁峙县中医院,93433.0,15900.787,78378.5904,0.0,0.0,0.0,Not Listed,Not Listed
山西省,忻州市,900014728,保德县人民医院,446814.0,23761.7968,54923.499,0.0,0.0,0.0,Not Listed,Not Listed
山西省,忻州市,900014729,五寨县第一人民医院,115927.0,5500.8128,39750.5562,0.0,0.0,0.0,Not Listed,Not Listed
山西省,忻州市,900016285,定襄县人民医院,215602.0,1418.1783,9454.521999999999,0.0,0.0,0.0,Not Listed,Not Listed
山西省,忻州市,900017214,岢岚县人民医院,159231.0,2363.6305,62400.726,0.0,0.0,0.0,Not Listed,Not Listed
山西省,忻州市,900025285,宁武县中医院,59453.0,3104.2417,20396.004999999997,0.0,0.0,0.0,Listing,202110
山西省,忻州市,900025287,神池县人民医院,220786.0,15721.7375,89670.1602,1.0,1.0,0.0,Listing,202109
山西省,忻州市,900025371,偏关县人民医院,164966.0,20456.1476,68247.982,0.0,0.0,0.0,Not Listed,Not Listed
山西省,忻州市,900025767,静乐县人民医院,132481.0,9754.2032,23971.514,0.0,0.0,0.0,Listing,202108
山西省,忻州市,900769688,忻州现代医院,22951.0,988.4273,257.8506,0.0,0.0,0.0,Not Listed,Not Listed
山西省,忻州市,900801920,忻府区新建路长南社区卫生服务站,0.0,4813.2112,50170.990000000005,0.0,0.0,0.0,Not Listed,Not Listed
山西省,忻州市,901859619,忻州市忻府区长征街利东社区卫生服务站,0.0,687.6016,17239.926,0.0,0.0,0.0,Not Listed,Not Listed
山西省,晋中市,900001305,山西汾西矿业集团有限责任公司职工总医院,155789.0,90032.8345,325353.5102,4.0,4.0,4.0,Listing,202203
山西省,晋中市,900005312,晋中市中医院,415799.0,18608.798600000002,92728.853,1.0,1.0,1.0,Listing,202110
山西省,晋中市,900006100,和顺县人民医院,295346.0,4039.6594,12462.778999999999,0.0,0.0,0.0,Not Listed,Not Listed
山西省,晋中市,900006350,平遥县中医院,203207.0,1976.8546,0.0,0.0,0.0,0.0,Not Listed,Not Listed
山西省,晋中市,900006623,寿阳县人民医院,1054974.0,14009.8826,54309.643299999996,0.0,0.0,0.0,Not Listed,Not Listed
山西省,晋中市,900006949,晋中市第一人民医院,954129.0,28120.0941,137568.364,9.0,9.0,9.0,Listing,202111
山西省,晋中市,900007097,灵石县中医院,148505.0,386.7759,0.0,0.0,0.0,0.0,Not Listed,Not Listed
山西省,晋中市,900008433,晋中地区第二人民医院,903733.0,30701.4211,105527.2896,2.0,2.0,2.0,Listing,202111
山西省,晋中市,900008474,平遥县人民医院,406187.0,1976.8546,0.0,0.0,0.0,0.0,Not Listed,Not Listed
山西省,晋中市,900008781,榆次区人民医院,489892.0,21921.048799999997,25885.405,3.0,3.0,3.0,Listing,202109
山西省,晋中市,900008782,介休市人民医院,171763.0,1461.1534,175705.62900000002,2.0,2.0,2.0,Listing,202112
山西省,晋中市,900009598,灵石县人民医院,1748735.0,79632.8603,124847.21699999999,2.0,2.0,2.0,Listing,202201
山西省,晋中市,900009831,祁县人民医院,510915.0,16674.3388,70696.8692,1.0,1.0,1.0,Listing,202203
山西省,晋中市,900009833,寿阳县中医院,190595.0,3609.9084,9194.2769,0.0,0.0,0.0,Not Listed,Not Listed
山西省,晋中市,900011165,介休市中医院,209649.0,3824.7839,25330.0978,0.0,0.0,0.0,Not Listed,Not Listed
山西省,晋中市,900011196,太谷县人民医院,413872.0,386.7759,4471.1720000000005,1.0,1.0,1.0,Not Listed,Not Listed
山西省,晋中市,900013253,榆次区中医医院,253169.0,2406.6056,549.4113,0.0,0.0,0.0,Not Listed,Not Listed
山西省,晋中市,900023193,太谷县中医院,158272.0,386.7759,0.0,0.0,0.0,0.0,Not Listed,Not Listed
山西省,晋中市,901864759,昔阳大众医院,69171.0,2105.7799,13322.281,0.0,0.0,0.0,Not Listed,Not Listed
山西省,晋中市,901971026,太谷白塔医院,63451.0,1031.4024,7348.7421,0.0,0.0,0.0,Not Listed,Not Listed
山西省,晋城市,900002856,山西晋城市人民医院,3636514.0,84560.40040000001,421320.0914,10.0,10.0,9.0,Listing,202201
山西省,晋城市,900006918,晋城市第二人民医院,755670.0,28583.035600000003,136917.79419999997,2.0,2.0,2.0,Listing,202203
山西省,晋城市,900008064,晋城心脑血管病专科医院,155504.0,10872.7003,85993.7404,2.0,2.0,2.0,Not Listed,Not Listed
山西省,晋城市,900009112,泽州县人民医院,894335.0,386.7759,1117.7930000000001,0.0,0.0,0.0,Not Listed,Not Listed
山西省,晋城市,900009455,晋城大医院王台分院,265312.0,386.7759,36329.9904,0.0,0.0,0.0,Not Listed,Not Listed
山西省,晋城市,900010372,晋城煤业集团古书院矿医院,534511.0,12505.7541,68959.704,0.0,0.0,0.0,Not Listed,Not Listed
山西省,晋城市,900011195,高平市人民医院,577288.0,13107.4055,65224.3888,1.0,1.0,1.0,Not Listed,Not Listed
山西省,晋城市,900013456,晋城大医院,10097467.0,178281.75890000002,911402.56,10.0,10.0,10.0,Listing,202110
山西省,晋城市,900013514,晋城煤业集团凤凰山矿医院,227557.0,386.7759,9250.692,0.0,0.0,0.0,Not Listed,Not Listed
山西省,晋城市,900022075,高平市中医院,211647.0,386.7759,5718.6096,0.0,0.0,0.0,Not Listed,Not Listed
山西省,晋城市,900022220,陵川县人民医院,261441.0,2277.6803,37843.74,0.0,0.0,0.0,Not Listed,Not Listed
山西省,朔州市,900005661,山阴县中医院,107205.0,7777.348599999999,28813.292999999998,0.0,0.0,0.0,Listing,202201
山西省,朔州市,900008160,朔州市中心医院,521409.0,25785.06,442971.32300000003,3.0,3.0,3.0,Listing,202204
山西省,朔州市,900008565,山阴县人民医院,579090.0,20713.9982,147170.1,1.0,0.0,0.0,Not Listed,Not Listed
山西省,朔州市,900008737,山西省朔州市第三人民医院,226935.0,24409.8568,195659.146,0.0,0.0,0.0,Listing,202206
山西省,朔州市,900012450,朔州市第一人民医院,509502.0,58632.4151,362472.44,2.0,2.0,2.0,Listing,202109
山西省,朔州市,900012825,朔州市人民医院,2216120.0,85950.2,507453.50399999996,14.0,13.0,7.0,Not Listed,Not Listed
山西省,朔州市,900017748,朔州现代医院,282331.0,52257.7216,156433.4532,6.0,6.0,5.0,Not Listed,Not Listed
山西省,朔州市,900017797,山西省右玉县人民医院,109125.0,12247.9035,103140.24,0.0,0.0,0.0,Not Listed,Not Listed
山西省,朔州市,900017828,朔州市怀仁县人民医院,289438.0,31199.9226,39084.538700000005,0.0,0.0,0.0,Not Listed,Not Listed
山西省,朔州市,900017888,朔州市平鲁区中医院,478412.0,25226.3837,131708.4925,0.0,0.0,0.0,Not Listed,Not Listed
山西省,朔州市,900018105,朔州市应县中医医院,91909.0,8981.7959,108298.353,0.0,0.0,0.0,Not Listed,Not Listed
山西省,朔州市,900018285,朔州市平鲁区人民医院,81790.0,13966.9075,68163.353,0.0,0.0,0.0,Not Listed,Not Listed
山西省,朔州市,900020790,怀仁县中医院,201657.0,25032.1414,84712.949,1.0,1.0,1.0,Listing,202109
山西省,朔州市,901791020,朔州市山阴县现代医院,176236.0,4641.3108,81369.708,0.0,0.0,0.0,Not Listed,Not Listed
山西省,运城市,900004505,运城同德医院,5702046.0,282678.1986,1208780.4748,36.0,31.0,22.0,Listing,202204
山西省,运城市,900006212,运城市第一医院(老院区),542155.0,4641.3108,0.0,0.0,0.0,0.0,Not Listed,Not Listed
山西省,运城市,900007537,稷山县人民医院,545751.0,6661.1405,4204.86,1.0,1.0,1.0,Not Listed,Not Listed
山西省,运城市,900009832,绛县人民医院,320199.0,39399.5749,115432.0306,8.0,5.0,4.0,Listing,202108
山西省,运城市,900010370,山西铝厂职工医院,321991.0,386.7759,17724.0285,1.0,0.0,0.0,Not Listed,Not Listed
山西省,运城市,900010371,山西永济市电机厂医院,99291.0,21659.4504,48554.7005,1.0,1.0,1.0,Not Listed,Not Listed
山西省,运城市,900012249,芮城县人民医院,415061.0,5543.7879,6727.776,0.0,0.0,0.0,Not Listed,Not Listed
山西省,运城市,900013291,中信运城医院,830857.0,386.7759,0.0,0.0,0.0,0.0,Not Listed,Not Listed
山西省,运城市,900013462,运城市中心医院(东院),806510.0,15588.2181,39322.8771,6.0,4.0,4.0,Not Listed,Not Listed
山西省,运城市,900015175,永济市人民医院,367511.0,4641.3108,11292.842,0.0,0.0,0.0,Not Listed,Not Listed
山西省,运城市,900015176,河津市人民医院,424230.0,3652.8835,59895.153,1.0,1.0,0.0,Not Listed,Not Listed
山西省,运城市,900015242,新绛县人民医院,252283.0,12086.3197,13502.867699999999,3.0,0.0,0.0,Not Listed,Not Listed
山西省,运城市,900025577,芮城县中医医院,34137.0,2340.4262,4423.1601,1.0,0.0,0.0,Not Listed,Not Listed
山西省,运城市,900026642,垣曲县人民医院,199259.0,7450.1672,32775.8495,2.0,1.0,1.0,Listing,202107
山西省,运城市,900026702,万荣县人民医院,396650.0,386.7759,957.1334999999999,1.0,1.0,1.0,Not Listed,Not Listed
山西省,运城市,900026704,万荣县中医院,26906.0,1031.4024,11017.270499999999,0.0,0.0,0.0,Not Listed,Not Listed
山西省,运城市,900026705,稷山县中医院,62167.0,1031.4024,5192.1848,0.0,0.0,0.0,Not Listed,Not Listed
山西省,运城市,900026760,河津同德医院,65013.0,386.7759,0.0,0.0,0.0,0.0,Not Listed,Not Listed
山西省,运城市,900026802,河津市中心医院,107569.0,386.7759,0.0,0.0,0.0,0.0,Not Listed,Not Listed
山西省,运城市,900026834,闻喜县人民医院,373962.0,5758.6634,14611.534,1.0,0.0,0.0,Not Listed,Not Listed
山西省,运城市,900026844,闻喜县中医院,14525.0,386.7759,0.0,0.0,0.0,0.0,Not Listed,Not Listed
山西省,运城市,900026856,新绛县糖尿病医院,475551.0,6059.4891,30441.6691,1.0,0.0,0.0,Not Listed,Not Listed
山西省,运城市,900031206,运城市盐湖区人民医院,488877.0,6489.2401,7786.001200000001,0.0,0.0,0.0,Not Listed,Not Listed
山西省,运城市,900745044,运城同德医院闻喜分院,501834.0,386.7759,0.0,0.0,0.0,0.0,Not Listed,Not Listed
